image_filename,super_category,fine_category,x_center,y_center,width,height,rotation_angle
b238197.jpg,notch,semicircle,0.975000,0.068508,0.030833,0.059669,270
b238949.jpg,notch,semicircle,0.980833,0.058596,0.033333,0.059701,270
b239155.jpg,notch,semicircle,0.021667,0.894981,0.029167,0.039825,90
b239155.jpg,notch,semicircle,0.020833,0.932079,0.024167,0.036552,90
b239187.jpg,notch,semicircle,0.020417,0.884910,0.025833,0.042100,90
b239187.jpg,notch,semicircle,0.021042,0.921542,0.025417,0.043193,90
b239198.jpg,notch,semicircle,0.015417,0.909240,0.015833,0.038272,90
b239198.jpg,notch,semicircle,0.015417,0.871514,0.015000,0.038272,90
b239199.jpg,notch,semicircle,0.020000,0.921370,0.029167,0.043288,90
b239199.jpg,notch,semicircle,0.019167,0.884658,0.029167,0.043288,90
a017135.jpg,notch,circle,0.947651,0.959167,0.039049,0.029167,0
a017150.jpg,notch,circle,0.034583,0.971082,0.020833,0.032389,0
a017153.jpg,notch,circle,0.952301,0.964375,0.043771,0.029583,0
a017169.jpg,notch,circle,0.074916,0.028125,0.031987,0.022917,0
a017176.jpg,notch,circle,0.971743,0.955625,0.044616,0.028750,0
a017200.jpg,notch,circle,0.945381,0.958542,0.051133,0.029583,0
a017345.jpg,notch,circle,0.941781,0.957292,0.053653,0.034583,0
a017346.jpg,notch,circle,0.035417,0.945496,0.023333,0.034423,0
a017564.jpg,notch,circle,0.054771,0.042917,0.035008,0.023333,0
a017585.jpg,notch,circle,0.952649,0.959167,0.039459,0.024167,0
a017601.jpg,notch,circle,0.055936,0.037917,0.042237,0.026667,0
a017601.jpg,notch,circle,0.057078,0.036250,0.053653,0.036667,0
a017612.jpg,notch,circle,0.051734,0.040417,0.034104,0.023333,0
a017631.jpg,notch,circle,0.933782,0.958333,0.048260,0.030833,0
a017634.jpg,notch,circle,0.941193,0.959792,0.039576,0.028750,0
a018925.jpg,notch,circle,0.032792,0.030208,0.028439,0.018750,0
a028390.jpg,notch,circle,0.045559,0.048750,0.031519,0.023333,0
a029912.jpg,notch,circle,0.022083,0.963831,0.026667,0.035301,0
a029925.jpg,notch,circle,0.020000,0.967033,0.020833,0.028918,0
a029927.jpg,notch,circle,0.023542,0.961028,0.022917,0.032910,0
a036079.jpg,notch,circle,0.951445,0.961250,0.030058,0.025833,0
a036157.jpg,notch,circle,0.959202,0.956875,0.033949,0.026250,0
a036173.jpg,notch,circle,0.059080,0.052292,0.044820,0.033750,0
a036546.jpg,notch,circle,0.958382,0.968125,0.042775,0.030417,0
a036617.jpg,notch,circle,0.958697,0.964167,0.054683,0.032500,0
a036621.jpg,notch,circle,0.973949,0.964583,0.049734,0.035833,0
a036627.jpg,notch,circle,0.955549,0.971458,0.042417,0.026250,0
a036628.jpg,notch,circle,0.964307,0.961250,0.035693,0.022500,0
a036659.jpg,notch,circle,0.078620,0.038958,0.053167,0.030417,0
a036763.jpg,notch,circle,0.937606,0.962708,0.041220,0.030417,0
a036774.jpg,notch,circle,0.942711,0.963750,0.039705,0.027500,0
a036776.jpg,notch,circle,0.943233,0.962917,0.043065,0.031667,0
a036789.jpg,notch,circle,0.932462,0.959583,0.038355,0.027500,0
a036800.jpg,notch,circle,0.028750,0.961448,0.035833,0.046498,0
a036880.jpg,notch,circle,0.978299,0.976667,0.032845,0.021667,0
a036888.jpg,notch,circle,0.012917,0.981903,0.023333,0.031524,0
a036895.jpg,notch,circle,0.969376,0.981250,0.032627,0.021667,0
a036934.jpg,notch,circle,0.966247,0.980417,0.048055,0.030833,0
a046171.jpg,notch,circle,0.964080,0.977708,0.037356,0.027917,0
a046172.jpg,notch,circle,0.033429,0.019583,0.032571,0.023333,0
a070276.jpg,notch,circle,0.954120,0.953750,0.041496,0.024167,0
a070391.jpg,notch,circle,0.026875,0.962493,0.027083,0.038393,0
a070663.jpg,notch,circle,0.966875,0.045375,0.032917,0.045375,0
a071758.jpg,notch,circle,0.960373,0.961458,0.030303,0.023750,0
a071842.jpg,notch,circle,0.042213,0.036875,0.045636,0.032083,0
a071852.jpg,notch,circle,0.960195,0.976875,0.033792,0.026250,0
a072961.jpg,notch,circle,0.963333,0.052436,0.017500,0.026934,0
a072982.jpg,notch,circle,0.964375,0.054755,0.022083,0.032277,0
a072993.jpg,notch,circle,0.050197,0.041875,0.031585,0.025417,0
a073144.jpg,notch,circle,0.035000,0.948059,0.036667,0.043379,0
a073150.jpg,notch,circle,0.941585,0.953542,0.039329,0.024583,0
a073156.jpg,notch,circle,0.945640,0.955833,0.043605,0.025000,0
a073158.jpg,notch,circle,0.031458,0.943175,0.026250,0.033695,0
a073171.jpg,notch,circle,0.925215,0.961250,0.057880,0.032500,0
a073183.jpg,notch,circle,0.936960,0.953958,0.040875,0.025417,0
a073199.jpg,notch,circle,0.042708,0.938189,0.027083,0.033082,0
a073221.jpg,notch,circle,0.924804,0.957500,0.033670,0.024167,0
a073227.jpg,notch,circle,0.921082,0.958333,0.049605,0.029167,0
a073228.jpg,notch,circle,0.036458,0.948909,0.037917,0.041332,0
a073230.jpg,notch,circle,0.937006,0.956042,0.052542,0.035417,0
a073239.jpg,notch,circle,0.920519,0.958750,0.043968,0.028333,0
a073250.jpg,notch,circle,0.035417,0.950404,0.028333,0.035755,0
a073269.jpg,notch,circle,0.943254,0.959583,0.042849,0.023333,0
a073280.jpg,notch,circle,0.040417,0.934469,0.036667,0.040993,0
a073300.jpg,notch,circle,0.038125,0.952738,0.037083,0.047262,0
a073305.jpg,notch,circle,0.038125,0.942050,0.025417,0.033197,0
a073333.jpg,notch,circle,0.938225,0.956667,0.053944,0.031667,0
a073350.jpg,notch,circle,0.966667,0.048424,0.036667,0.042980,0
a073406.jpg,notch,circle,0.930300,0.958125,0.042627,0.022917,0
a073406.jpg,notch,circle,0.932028,0.957292,0.048387,0.030417,0
a073420.jpg,notch,circle,0.037292,0.957052,0.027083,0.033662,0
a073435.jpg,notch,circle,0.043333,0.962778,0.026667,0.034584,0
a073438.jpg,notch,circle,0.938356,0.955417,0.057078,0.034167,0
a073462.jpg,notch,circle,0.939073,0.969792,0.037185,0.022917,0
a073488.jpg,notch,circle,0.038125,0.949338,0.025417,0.035694,0
a073498.jpg,notch,circle,0.933202,0.960000,0.061443,0.039167,0
a073518.jpg,notch,circle,0.948812,0.966250,0.029977,0.025833,0
a073532.jpg,notch,circle,0.944983,0.967917,0.038198,0.026667,0
a073532.jpg,notch,circle,0.946693,0.965833,0.051881,0.038333,0
a073544.jpg,notch,circle,0.947263,0.964583,0.045040,0.029167,0
a073673.jpg,notch,circle,0.968333,0.035965,0.029167,0.040351,0
a073678.jpg,notch,circle,0.040846,0.027708,0.035342,0.022917,0
a073688.jpg,notch,circle,0.048900,0.037917,0.038773,0.029167,0
a073690.jpg,notch,circle,0.049884,0.038750,0.038283,0.025833,0
a073923.jpg,notch,circle,0.935956,0.963750,0.064905,0.033333,0
a073951.jpg,notch,circle,0.940011,0.954583,0.038462,0.025000,0
a073960.jpg,notch,circle,0.042510,0.032500,0.039907,0.027500,0
a074101.jpg,notch,circle,0.051188,0.036458,0.033371,0.022083,0
a074109.jpg,notch,circle,0.962083,0.052159,0.019167,0.029164,0
a074138.jpg,notch,circle,0.940463,0.967917,0.035553,0.028333,0
a074251.jpg,notch,circle,0.933600,0.957083,0.041214,0.024167,0
a074263.jpg,notch,circle,0.940435,0.962292,0.042383,0.026250,0
a074285.jpg,notch,circle,0.940771,0.951458,0.035653,0.023750,0
a074289.jpg,notch,circle,0.933314,0.960625,0.033772,0.022083,0
a074293.jpg,notch,circle,0.043125,0.931673,0.035417,0.044007,0
a074305.jpg,notch,circle,0.938189,0.951667,0.056297,0.034167,0
a074318.jpg,notch,circle,0.055104,0.043542,0.039443,0.025417,0
a074320.jpg,notch,circle,0.948246,0.958333,0.049454,0.030833,0
a074344.jpg,notch,circle,0.034375,0.954203,0.020417,0.030145,0
a074347.jpg,notch,circle,0.049943,0.037500,0.032534,0.022500,0
a074460.jpg,notch,circle,0.074930,0.041667,0.033983,0.024167,0
a074461.jpg,notch,circle,0.930362,0.964583,0.052368,0.030000,0
a074470.jpg,notch,circle,0.062813,0.034583,0.047804,0.034167,0
a074506.jpg,notch,circle,0.061117,0.022708,0.051438,0.037083,0
a074515.jpg,notch,circle,0.057863,0.035833,0.033776,0.022500,0
a074543.jpg,notch,circle,0.938798,0.960208,0.033689,0.028750,0
a074543.jpg,notch,circle,0.436272,0.647083,0.055025,0.034167,0
a074553.jpg,notch,circle,0.945847,0.960208,0.047699,0.039583,0
a074576.jpg,notch,circle,0.058166,0.030625,0.035794,0.026250,0
a074645.jpg,notch,circle,0.054514,0.046250,0.045429,0.026667,0
a074645.jpg,notch,circle,0.055934,0.045000,0.053947,0.033333,0
a074668.jpg,notch,circle,0.926836,0.957500,0.035593,0.025833,0
a074670.jpg,notch,circle,0.917234,0.955000,0.030612,0.025000,0
a074699.jpg,notch,circle,0.930936,0.954583,0.033105,0.025833,0
a074721.jpg,notch,circle,0.932088,0.952708,0.037351,0.023750,0
a074750.jpg,notch,circle,0.940940,0.955000,0.043578,0.029167,0
a074775.jpg,notch,circle,0.940974,0.958542,0.040115,0.025417,0
a108101.jpg,notch,circle,0.032083,0.958742,0.024167,0.030583,0
a108103.jpg,notch,circle,0.951185,0.962083,0.023138,0.020833,0
a108469.jpg,notch,circle,0.060522,0.026250,0.034425,0.025000,0
a108747.jpg,notch,circle,0.058958,0.040417,0.028620,0.022500,0
a135237.jpg,notch,circle,0.038542,0.956995,0.025417,0.035550,0
a135242.jpg,notch,circle,0.052901,0.032917,0.020478,0.015000,0
a135553.jpg,notch,circle,0.050712,0.034167,0.037607,0.025000,0
a135570.jpg,notch,circle,0.963333,0.042791,0.035000,0.039632,0
a135585.jpg,notch,circle,0.967292,0.056908,0.027917,0.032276,0
a135587.jpg,notch,circle,0.052871,0.034583,0.028425,0.019167,0
a135599.jpg,notch,circle,0.970625,0.057377,0.022917,0.027699,0
a135686.jpg,notch,circle,0.048535,0.025833,0.030442,0.019167,0
a135694.jpg,notch,circle,0.048535,0.027083,0.031591,0.020000,0
a135730.jpg,notch,circle,0.056850,0.028958,0.040932,0.027083,0
a135746.jpg,notch,circle,0.059308,0.024167,0.038025,0.028333,0
a135756.jpg,notch,circle,0.960488,0.972708,0.037188,0.024583,0
a135817.jpg,notch,circle,0.037256,0.030625,0.046127,0.030417,0
a135821.jpg,notch,circle,0.042290,0.028125,0.025892,0.018750,0
a135864.jpg,notch,circle,0.044632,0.032500,0.026254,0.018333,0
a140303.jpg,notch,circle,0.968300,0.972500,0.025360,0.017500,0
a140321.jpg,notch,circle,0.956609,0.969375,0.045402,0.026250,0
a140326.jpg,notch,circle,0.974167,0.047401,0.029167,0.036551,0
a140338.jpg,notch,circle,0.956646,0.973542,0.027382,0.020417,0
a140346.jpg,notch,circle,0.955652,0.965833,0.042319,0.029167,0
b003331l.jpg,notch,circle,0.033472,0.089792,0.031398,0.017917,0
b003337l.jpg,notch,circle,0.981250,0.027197,0.017500,0.024507,0
b003344l.jpg,notch,circle,0.978750,0.028127,0.018333,0.025135,0
b007554l.jpg,notch,circle,0.033019,0.010208,0.038291,0.020417,0
b007565l.jpg,notch,circle,0.978468,0.988125,0.022931,0.017083,0
b007565l.jpg,notch,circle,0.838087,0.005000,0.021812,0.010000,0
b007567l.jpg,notch,circle,0.990000,0.014190,0.020000,0.026155,0
b007591l.jpg,notch,circle,0.992292,0.012438,0.013750,0.022664,0
b007592l.jpg,notch,circle,0.991875,0.011712,0.015417,0.023424,0
b007616l.jpg,notch,circle,0.010208,0.987071,0.018750,0.020236,0
b007616l.jpg,notch,circle,0.491250,0.753513,0.040833,0.048904,0
b007621l.jpg,notch,circle,0.991042,0.013085,0.016250,0.021715,0
b009862l.jpg,notch,circle,0.985625,0.030430,0.025417,0.033413,0
b009914l.jpg,notch,circle,0.902500,0.041141,0.014167,0.022222,0
b009917l.jpg,notch,circle,0.897500,0.038811,0.019167,0.021831,0
b009936l.jpg,notch,circle,0.035843,0.026250,0.028313,0.015833,0
b009941l.jpg,notch,circle,0.031607,0.095625,0.025888,0.015417,0
b009947l.jpg,notch,circle,0.958383,0.975208,0.040120,0.029583,0
b011751l.jpg,notch,circle,0.024714,0.096458,0.018083,0.012083,0
b011791l.jpg,notch,circle,0.027677,0.094167,0.020457,0.012500,0
b013754l.jpg,notch,circle,0.012038,0.009583,0.022956,0.016667,0
b014996l.jpg,notch,circle,0.013085,0.012500,0.026169,0.021667,0
b022740.jpg,notch,circle,0.046154,0.027500,0.030769,0.020833,0
b022832.jpg,notch,circle,0.976458,0.036687,0.029583,0.036687,0
b022885.jpg,notch,circle,0.974792,0.038590,0.028750,0.042754,0
b022920.jpg,notch,circle,0.039956,0.025208,0.029967,0.019583,0
b023029.jpg,notch,circle,0.188418,0.513958,0.024470,0.012917,0
b023285.jpg,notch,circle,0.038225,0.032708,0.027344,0.016250,0
b023907.jpg,notch,circle,0.972083,0.031603,0.017500,0.027088,0
b024149.jpg,notch,circle,0.945939,0.969375,0.025796,0.016250,0
b024986.jpg,notch,circle,0.980208,0.041621,0.014583,0.020397,0
b029941.jpg,notch,circle,0.964487,0.964167,0.040586,0.030000,0
b032256.jpg,notch,circle,0.038719,0.029583,0.029526,0.019167,0
b032256.jpg,notch,circle,0.041504,0.028125,0.041783,0.029583,0
b032262.jpg,notch,circle,0.026462,0.025000,0.029526,0.024167,0
b032292.jpg,notch,circle,0.037417,0.035625,0.031596,0.021250,0
b032296.jpg,notch,circle,0.032051,0.029167,0.032887,0.025000,0
b032325.jpg,notch,circle,0.043309,0.028750,0.027762,0.016667,0
b038467.jpg,notch,circle,0.028750,0.961582,0.024167,0.030847,0
b038493.jpg,notch,circle,0.971250,0.052009,0.026667,0.033572,0
b048282.jpg,notch,circle,0.959831,0.961667,0.026404,0.018333,0
b049452.jpg,notch,circle,0.953933,0.965833,0.023596,0.016667,0
b049458.jpg,notch,circle,0.965431,0.964792,0.025996,0.019583,0
b049478.jpg,notch,circle,0.978125,0.035872,0.028750,0.034216,0
b049488.jpg,notch,circle,0.975417,0.031406,0.025000,0.035019,0
b051451.jpg,notch,circle,0.981316,0.985000,0.026213,0.018333,0
b051490.jpg,notch,circle,0.969393,0.984375,0.040067,0.031250,0
b052158.jpg,notch,circle,0.031596,0.019792,0.027716,0.016250,0
b052161.jpg,notch,circle,0.035278,0.021042,0.036111,0.025417,0
b052167.jpg,notch,circle,0.981875,0.027117,0.017917,0.026563,0
b052180.jpg,notch,circle,0.020659,0.023542,0.036851,0.027917,0
b052190.jpg,notch,circle,0.029215,0.019583,0.039510,0.031667,0
b053362.jpg,notch,circle,0.966556,0.979583,0.032615,0.022500,0
b053378.jpg,notch,circle,0.976864,0.982917,0.034295,0.026667,0
b054963.jpg,notch,circle,0.976042,0.025684,0.029583,0.034618,0
b054964.jpg,notch,circle,0.037968,0.024375,0.034618,0.024583,0
b065270.jpg,notch,circle,0.041011,0.028542,0.034831,0.024583,0
b065338.jpg,notch,circle,0.048280,0.029792,0.031077,0.019583,0
b065512.jpg,notch,circle,0.030625,0.960415,0.022917,0.035373,0
b066557.jpg,notch,circle,0.030624,0.014792,0.032294,0.017917,0
b066864.jpg,notch,circle,0.975391,0.966667,0.025727,0.020833,0
b066962.jpg,notch,circle,0.051450,0.032083,0.024083,0.015000,0
b068737.jpg,notch,circle,0.034579,0.022708,0.025655,0.018750,0
b069798.jpg,notch,circle,0.021875,0.968977,0.026250,0.034097,0
b069800.jpg,notch,circle,0.019375,0.968715,0.024583,0.032402,0
b074004.jpg,notch,circle,0.028659,0.018750,0.031720,0.020833,0
b074004.jpg,notch,circle,0.029772,0.018125,0.043962,0.028750,0
b074066.jpg,notch,circle,0.956450,0.969792,0.035281,0.027083,0
b074260.jpg,notch,circle,0.042082,0.025417,0.023256,0.015833,0
b074279.jpg,notch,circle,0.051944,0.028125,0.019444,0.016250,0
b074915.jpg,notch,circle,0.966871,0.982500,0.035078,0.020000,0
b074925.jpg,notch,circle,0.971421,0.983125,0.024972,0.022083,0
b074936.jpg,notch,circle,0.016667,0.977616,0.019167,0.026861,0
b082656.jpg,notch,circle,0.042035,0.026042,0.029867,0.020417,0
b082685.jpg,notch,circle,0.957848,0.976250,0.029950,0.019167,0
b083666.jpg,notch,circle,0.018816,0.022917,0.033204,0.027500,0
b087068.jpg,notch,circle,0.009953,0.024583,0.019906,0.019167,0
b087097.jpg,notch,circle,0.975103,0.973125,0.031049,0.018750,0
b087660.jpg,notch,circle,0.046286,0.038125,0.026053,0.020417,0
b088627.jpg,notch,circle,0.038143,0.024375,0.036484,0.027917,0
b088631.jpg,notch,circle,0.038354,0.025000,0.037514,0.027500,0
b088633.jpg,notch,circle,0.035814,0.024583,0.023503,0.018333,0
b088643.jpg,notch,circle,0.034864,0.024375,0.023243,0.018750,0
b089114.jpg,notch,circle,0.962458,0.970000,0.037264,0.027500,0
b089127.jpg,notch,circle,0.033705,0.024583,0.026184,0.018333,0
b092803.jpg,notch,circle,0.035025,0.023750,0.023718,0.016667,0
b092804.jpg,notch,circle,0.974167,0.039989,0.017500,0.025168,0
b092822.jpg,notch,circle,0.022917,0.964602,0.029167,0.036504,0
b092824.jpg,notch,circle,0.021042,0.968923,0.022917,0.027747,0
b092824.jpg,notch,circle,0.022083,0.968091,0.033333,0.036071,0
b092835.jpg,notch,circle,0.024167,0.965517,0.022500,0.026696,0
b092841.jpg,notch,circle,0.970441,0.972917,0.033463,0.022500,0
b092847.jpg,notch,circle,0.967240,0.978750,0.027762,0.021667,0
b092850.jpg,notch,circle,0.024375,0.966144,0.027917,0.036374,0
b093256.jpg,notch,circle,0.021042,0.983555,0.029583,0.032891,0
b093869.jpg,notch,circle,0.971819,0.976875,0.039621,0.027917,0
b093891.jpg,notch,circle,0.981875,0.028130,0.019583,0.025372,0
b096202.jpg,notch,circle,0.028857,0.021250,0.035516,0.026667,0
b096213.jpg,notch,circle,0.959824,0.975625,0.026417,0.022917,0
b096232.jpg,notch,circle,0.955769,0.972292,0.026923,0.018750,0
b096234.jpg,notch,circle,0.028750,0.959923,0.019167,0.024876,0
b096241.jpg,notch,circle,0.964206,0.971667,0.029412,0.020833,0
b096901.jpg,notch,circle,0.023958,0.965985,0.022917,0.024889,0
b096909.jpg,notch,circle,0.967895,0.976667,0.034059,0.025833,0
b096911.jpg,notch,circle,0.964424,0.974375,0.032543,0.017917,0
b097478.jpg,notch,circle,0.045181,0.026667,0.020263,0.016667,0
b099462.jpg,notch,circle,0.029047,0.027500,0.037789,0.025833,0
b099474.jpg,notch,circle,0.968958,0.025963,0.020417,0.025126,0
b099475.jpg,notch,circle,0.029725,0.027708,0.024678,0.017083,0
b099479.jpg,notch,circle,0.042809,0.027083,0.021824,0.015000,0
b099483.jpg,notch,circle,0.041946,0.029375,0.023490,0.013750,0
b099484.jpg,notch,circle,0.970625,0.050918,0.015417,0.020590,0
b105104.jpg,notch,circle,0.143411,0.812083,0.032115,0.027500,0
b105719.jpg,notch,circle,0.953482,0.967500,0.028836,0.016667,0
b107029.jpg,notch,circle,0.035006,0.031042,0.039140,0.027917,0
b107050.jpg,notch,circle,0.047878,0.019583,0.025027,0.017500,0
b152754.jpg,notch,circle,0.049641,0.039375,0.025372,0.016250,0
b152773.jpg,notch,circle,0.944073,0.965833,0.027268,0.017500,0
b152774.jpg,notch,circle,0.059956,0.028125,0.025303,0.017083,0
b152775.jpg,notch,circle,0.056350,0.027708,0.033535,0.026250,0
b152789.jpg,notch,circle,0.943650,0.969583,0.020341,0.015000,0
b211706.jpg,notch,circle,0.971799,0.975417,0.022561,0.015833,0
b211707.jpg,notch,circle,0.035694,0.018958,0.022309,0.013750,0
b222966.jpg,notch,circle,0.971458,0.061640,0.024583,0.030820,0
b225757.jpg,notch,circle,0.024583,0.956892,0.013333,0.017024,0
b225790.jpg,notch,circle,0.957992,0.974583,0.028369,0.021667,0
b225801.jpg,notch,circle,0.971761,0.964583,0.018826,0.015000,0
b225820.jpg,notch,circle,0.968224,0.971250,0.017925,0.013333,0
b225823.jpg,notch,circle,0.965312,0.972500,0.016260,0.014167,0
b228923.jpg,notch,circle,0.980833,0.020177,0.014167,0.018242,0
b228935.jpg,notch,circle,0.984583,0.024681,0.010833,0.017194,0
b238197.jpg,notch,circle,0.967500,0.045304,0.021667,0.027624,0
b238949.jpg,notch,circle,0.973333,0.035931,0.020000,0.027640,0
a017150.jpg,notch,rectangle,0.025417,0.855697,0.030000,0.046848,90
a017150.jpg,notch,rectangle,0.024167,0.915847,0.023333,0.042221,90
a017153.jpg,notch,rectangle,0.840629,0.973542,0.057239,0.029583,0
a017153.jpg,notch,rectangle,0.895903,0.973750,0.051066,0.029167,0
a017631.jpg,notch,rectangle,0.880471,0.969167,0.062851,0.032500,0
a017631.jpg,notch,rectangle,0.824355,0.969167,0.057239,0.031667,0
a017634.jpg,notch,rectangle,0.885730,0.970000,0.060201,0.028333,0
a017634.jpg,notch,rectangle,0.830268,0.969583,0.064103,0.030000,0
a029925.jpg,notch,rectangle,0.011875,0.850492,0.022917,0.048005,0
a029925.jpg,notch,rectangle,0.012292,0.909485,0.024583,0.046848,0
a029927.jpg,notch,rectangle,0.014792,0.848441,0.026250,0.044457,0
a029927.jpg,notch,rectangle,0.014583,0.902714,0.024167,0.043303,0
a036079.jpg,notch,rectangle,0.839595,0.972292,0.044509,0.025417,0
a036079.jpg,notch,rectangle,0.897688,0.971250,0.045087,0.025000,0
a036079.jpg,notch,rectangle,0.782659,0.973333,0.049711,0.026667,0
a036157.jpg,notch,rectangle,0.905003,0.966875,0.050625,0.022917,0
a036157.jpg,notch,rectangle,0.845146,0.964792,0.052412,0.028750,0
a036173.jpg,notch,rectangle,0.112922,0.043333,0.062864,0.033333,180
a036173.jpg,notch,rectangle,0.169383,0.044167,0.062864,0.033333,180
a036546.jpg,notch,rectangle,0.846821,0.977500,0.063584,0.034167,0
a036546.jpg,notch,rectangle,0.905491,0.978333,0.060694,0.032500,0
a036617.jpg,notch,rectangle,0.904887,0.973542,0.057592,0.030417,0
a036617.jpg,notch,rectangle,0.846422,0.972292,0.063991,0.032917,0
a036621.jpg,notch,rectangle,0.919183,0.974375,0.064535,0.034583,0
a036621.jpg,notch,rectangle,0.858200,0.974583,0.060983,0.036667,0
a036627.jpg,notch,rectangle,0.837885,0.982083,0.047647,0.018333,0
a036627.jpg,notch,rectangle,0.898605,0.978125,0.044741,0.017083,0
a036628.jpg,notch,rectangle,0.908685,0.971667,0.048186,0.021667,0
a036628.jpg,notch,rectangle,0.848602,0.972292,0.050565,0.022083,0
a036763.jpg,notch,rectangle,0.828346,0.972083,0.057595,0.035833,0
a036763.jpg,notch,rectangle,0.885658,0.972292,0.058159,0.032083,0
a036774.jpg,notch,rectangle,0.832672,0.969375,0.045377,0.027917,0
a036774.jpg,notch,rectangle,0.888259,0.970000,0.040839,0.025000,0
a036776.jpg,notch,rectangle,0.835850,0.970208,0.054251,0.029583,0
a036776.jpg,notch,rectangle,0.891219,0.971042,0.052013,0.027917,0
a036789.jpg,notch,rectangle,0.879099,0.968333,0.046137,0.025000,0
a036789.jpg,notch,rectangle,0.824903,0.967708,0.043357,0.023750,0
a036800.jpg,notch,rectangle,0.019375,0.905533,0.029583,0.050029,90
a036800.jpg,notch,rectangle,0.017917,0.851089,0.033333,0.052972,90
a036880.jpg,notch,rectangle,0.861877,0.986042,0.048680,0.021250,0
a036880.jpg,notch,rectangle,0.920528,0.986042,0.053372,0.022083,0
a036880.jpg,notch,rectangle,0.860997,0.978333,0.056305,0.040000,0
a036888.jpg,notch,rectangle,0.010625,0.862814,0.021250,0.050204,0
a036888.jpg,notch,rectangle,0.008542,0.803561,0.017083,0.046118,0
a036888.jpg,notch,rectangle,0.012083,0.922942,0.024167,0.051372,0
a036895.jpg,notch,rectangle,0.854608,0.989375,0.049227,0.021250,0
a036895.jpg,notch,rectangle,0.911849,0.989167,0.050372,0.021667,0
a036895.jpg,notch,rectangle,0.854894,0.986250,0.054379,0.027500,0
a036895.jpg,notch,rectangle,0.792501,0.986250,0.062393,0.027500,0
a036934.jpg,notch,rectangle,0.793764,0.985833,0.061213,0.028333,0
a036934.jpg,notch,rectangle,0.852117,0.985625,0.060069,0.028750,0
a036934.jpg,notch,rectangle,0.911041,0.986042,0.062357,0.027917,0
a046171.jpg,notch,rectangle,0.850575,0.987292,0.047126,0.024583,0
a046171.jpg,notch,rectangle,0.790805,0.986667,0.051724,0.026667,0
a046171.jpg,notch,rectangle,0.910057,0.987500,0.052299,0.025000,0
a046172.jpg,notch,rectangle,0.206857,0.011458,0.043429,0.020417,0
a046172.jpg,notch,rectangle,0.148000,0.012083,0.046857,0.021667,0
a046172.jpg,notch,rectangle,0.088286,0.011250,0.044000,0.020833,0
a070276.jpg,notch,rectangle,0.835184,0.968333,0.054939,0.026667,0
a070276.jpg,notch,rectangle,0.895675,0.967708,0.052016,0.027083,0
a070391.jpg,notch,rectangle,0.019375,0.846722,0.021250,0.036031,0
a070391.jpg,notch,rectangle,0.019792,0.906379,0.027083,0.038393,0
a070663.jpg,notch,rectangle,0.978542,0.103258,0.037917,0.056428,270
a070663.jpg,notch,rectangle,0.980208,0.160849,0.036250,0.055265,270
a071758.jpg,notch,rectangle,0.904720,0.970833,0.051865,0.027500,0
a071758.jpg,notch,rectangle,0.788170,0.971250,0.056527,0.030000,0
a071758.jpg,notch,rectangle,0.846154,0.970417,0.052448,0.028333,0
a071842.jpg,notch,rectangle,0.169139,0.025833,0.058756,0.035833,180
a071852.jpg,notch,rectangle,0.904353,0.987500,0.046964,0.025000,0
a071852.jpg,notch,rectangle,0.786082,0.986250,0.048683,0.027500,0
a071852.jpg,notch,rectangle,0.845647,0.986042,0.047537,0.027083,0
a072982.jpg,notch,rectangle,0.977083,0.174352,0.026667,0.040922,0
a072993.jpg,notch,rectangle,0.172025,0.026458,0.045121,0.022083,0
a073114.jpg,notch,rectangle,0.179213,0.027083,0.051534,0.026667,0
a073114.jpg,notch,rectangle,0.120730,0.026667,0.038796,0.025833,0
a073144.jpg,notch,rectangle,0.024167,0.822489,0.040833,0.062785,90
a073150.jpg,notch,rectangle,0.821573,0.967917,0.044534,0.022500,0
a073156.jpg,notch,rectangle,0.819186,0.966667,0.060465,0.027500,0
a073158.jpg,notch,rectangle,0.023542,0.818389,0.037917,0.051399,0
a073171.jpg,notch,rectangle,0.816046,0.973958,0.066476,0.040417,0
a073183.jpg,notch,rectangle,0.822683,0.967083,0.049511,0.028333,0
a073199.jpg,notch,rectangle,0.028542,0.827916,0.031250,0.048172,0
a073221.jpg,notch,rectangle,0.813412,0.969792,0.044332,0.024583,0
a073227.jpg,notch,rectangle,0.813134,0.971875,0.056933,0.035417,0
a073228.jpg,notch,rectangle,0.025833,0.822618,0.042500,0.063146,90
a073230.jpg,notch,rectangle,0.814407,0.968750,0.062712,0.035000,0
a073239.jpg,notch,rectangle,0.812852,0.974167,0.042841,0.025833,0
a073250.jpg,notch,rectangle,0.023333,0.826125,0.035000,0.047866,0
a073269.jpg,notch,rectangle,0.820787,0.969167,0.058483,0.031667,0
a073280.jpg,notch,rectangle,0.027708,0.824192,0.043750,0.065242,90
a073300.jpg,notch,rectangle,0.024792,0.828242,0.038750,0.054179,90
a073305.jpg,notch,rectangle,0.023333,0.834304,0.031667,0.048340,0
a073333.jpg,notch,rectangle,0.825696,0.971667,0.062065,0.033333,0
a073350.jpg,notch,rectangle,0.979375,0.180229,0.041250,0.057880,270
a073406.jpg,notch,rectangle,0.815380,0.969167,0.059332,0.030833,0
a073406.jpg,notch,rectangle,0.877304,0.969583,0.050691,0.030000,0
a073406.jpg,notch,rectangle,0.818836,0.969792,0.067396,0.035417,0
